 X, Y, W, T
0.07,-0.05,0.16,23.1
0.07,-0.08,0.09,23.09
0.06,0.05,0.08,23.41
0.09,-0.01,0.24,23.27
0.27,-0.09,0.43,23.1
0.24,0.01,0.34,23.12
0.16,-0.11,0.3,22.79
0.2,-0.03,0.21,22.84
0.13,-0.02,0.22,22.76
0.04,-0.17,0.16,23.24
0.13,0.01,0.15,23.81
0.07,-0.06,0.23,23.33
0.22,-0.14,0.33,23.08
0.11,-0.14,0.28,23
0.08,-0.01,0.22,22.94
0.11,-0.04,0.3,23.03
0.12,0.02,0.36,23.2
0.21,0.04,0.35,23.51
0.22,0.03,0.33,23.02
0.11,-0.15,0.32,22.97
0.1,0,0.21,23.05
0.03,-0.06,0.17,23.13
0.13,-0.02,0.21,23.41
0.15,-0.13,0.37,23.36
0.13,-0.22,0.35,23.24
0.09,-0.05,0.2,23.61
0.18,0.04,0.18,23.93
0.16,0.03,0.2,23.91
0.21,-0.01,0.18,23.92
0.17,-0.03,0.2,23.55
0.05,-0.12,0.23,23.2
0.05,-0.1,0.22,23.24
0.1,0.04,0.25,23.41
0.14,0.02,0.14,23.7
0.14,-0.03,0.17,23.69
0.13,-0.09,0.2,23.47
-0.02,-0.04,0.11,23.32
0.11,0.05,0.24,23.8
0.21,0.03,0.26,23.49
0.17,-0.11,0.26,23.12
0.1,-0.03,0.27,22.9
0.11,-0.12,0.31,23.43
0.11,-0.04,0.26,23.72
0.15,-0.03,0.28,23.36
0.12,-0.02,0.26,23.62
0.17,0.03,0.21,23.43
0.17,-0.11,0.3,23.36
0.18,-0.07,0.26,23.21
0.1,0.04,0.12,23.29
0.06,-0.05,0.29,23.16
0.18,0.07,0.16,23.58
0.24,0.01,0.25,23.08
0.21,0.03,0.43,22.83
0.01,-0.1,0.3,23.02
0.01,-0.09,0.19,23.01
0.09,-0.12,0.31,22.95
0.23,-0.09,0.42,22.7
0.13,-0.15,0.43,22.89
0.2,-0.11,0.22,23.39
0.2,-0.05,0.33,23.57
0.1,-0.05,0.29,23.07
0.02,-0.09,0.18,23.17
0.04,0.03,0.26,23.35
0.05,-0.09,0.23,23.2
0.07,-0.07,0.26,23.53
0.13,-0.04,0.31,23.49
0.22,-0.08,0.29,23.24
0.27,-0.15,0.22,23.51
0.15,-0.1,0.14,23.17
0.24,0.07,0.24,23.47
0.25,-0.13,0.26,22.83
0.19,-0.06,0.3,22.95
0.14,-0.04,0.25,23.23
0.15,-0.03,0.31,23.27
0.06,-0.02,0.24,23.07
0,-0.03,0.16,23.21
-0.05,0.02,0.19,23.29
0.01,-0.03,0.2,23.03
0.04,-0.12,0.26,23.17
0.19,-0.05,0.23,23.75
0.12,-0.02,0.28,23.46
0.29,-0.07,0.32,23.74
0.18,-0.05,0.29,23.07
0.14,-0.15,0.3,22.99
0.12,-0.05,0.23,23.13
0.15,-0.01,0.33,23.06
0.15,0,0.26,23.1
0.24,-0.03,0.23,23.07
0.19,0.04,0.27,23.27
0.12,-0.02,0.22,23.24
0.12,-0.06,0.2,23.24
0.15,0,0.27,23.08
0.04,0.02,0.24,23.18
-0.08,-0.05,0.27,23.2
0,-0.05,0.19,23.31
0.08,-0.06,0.23,23.34
0.19,-0.04,0.27,23.36
0.15,-0.05,0.2,23.28
0.24,-0.04,0.25,23.54
0.22,-0.03,0.31,23.51
0.16,-0.01,0.24,23.15
0.24,-0.05,0.18,22.96
0.14,-0.01,0.28,22.94
0.21,-0.11,0.37,23.04
0.21,0.02,0.34,23.21
0.18,-0.09,0.35,23.04
0.2,-0.02,0.16,23.12
0.23,-0.01,0.21,23.25
0.05,0.02,0.18,23.18
0.04,-0.01,0.17,23.15
0.08,-0.07,0.17,23.08
0.14,-0.09,0.25,23.1
0.18,-0.13,0.27,23.13
0.16,-0.05,0.17,23.29
0.25,0.02,0.23,23.46
0.17,0.04,0.23,23.48
0.19,0.05,0.3,23.3
0.09,0,0.2,23.24
0.03,-0.06,0.14,23.27
0.17,-0.07,0.16,23.6
0.15,0,0.24,23.37
0.07,0.07,0.23,23.31
0.06,-0.07,0.12,23.42
0.2,0,0.14,23.71
0.2,-0.03,0.31,23.41
0.21,-0.1,0.34,23.22
0.2,-0.04,0.3,23.12
0.16,-0.09,0.26,22.99
0.11,-0.05,0.18,22.94
0.1,-0.32,0.18,23.2
0.18,-0.29,0.22,23.12
0.17,-0.12,0.17,23.4
0.24,0,0.23,23.2
0.05,-0.05,0.19,22.86
0.03,-0.1,0.24,23.05
0.14,-0.11,0.14,22.97
-0.02,-0.2,0.03,23.2
0.07,-0.07,0.19,23.29
0.14,0.03,0.12,23.26
-0.11,0.04,0.16,23.41
0,0.04,0.29,23.43
0.05,-0.06,0.21,23.4
0.06,-0.05,0.14,23.37
-0.06,-0.06,0.14,23.5
-0.12,-0.08,0.07,23.96
-0.13,-0.1,-0.03,24.37
-0.15,-0.14,-0.05,24.56
-0.14,-0.06,-0.03,24.28
-0.13,0.08,0.03,24.07
0.02,-0.04,-0.11,23.81
-0.02,-0.07,-0.01,23.71
-0.01,-0.01,0.04,23.54
-0.08,-0.02,0.1,23.91
0,0,0.13,23.74
0.08,0.03,0.16,23.32
0.07,-0.04,-0.01,23.42
-0.01,-0.14,0.01,23.41
-0.02,-0.1,0.05,23.47
0.06,0,0.07,23.39
-0.02,0.02,0.1,23.55
-0.08,-0.03,0.05,23.6
-0.03,-0.07,0.08,23.65
-0.02,-0.09,0.04,23.64
0.01,-0.02,0.09,23.6
-0.04,-0.04,0.02,23.65
-0.05,-0.06,0.04,23.62
-0.02,0.01,0.05,23.63
0.02,0.06,0.09,23.5
-0.03,-0.04,0.08,23.71
0,0,0.05,23.64
0.14,0.11,0.01,23.8
0.02,0.17,-0.11,23.57
-0.13,0.05,-0.04,23.66
-0.08,-0.03,0.02,23.64
-0.01,0,0.04,23.33
-0.01,-0.18,-0.03,23.55
0.14,-0.1,0.14,23.29
0.25,-0.12,0.2,23.13
0.04,-0.07,0.08,23.21
0.02,-0.07,0.03,23.26
-0.02,0.04,0.06,23.33
-0.18,0,0.04,23.6
-0.1,-0.03,0.02,23.45
-0.01,-0.03,0.07,23.56
-0.05,0.1,0.11,23.52
-0.01,-0.05,0.29,23.3
0.15,-0.07,0.18,23.17
0.05,0.01,0.09,23.28
-0.04,0.01,0.06,23.47
-0.04,-0.01,0.18,23.48
-0.05,0.09,0.1,23.39
-0.06,0.05,0.1,23.12
-0.06,0,0.03,23.48
-0.03,-0.08,0.06,23.61
-0.08,-0.07,0.06,23.49
-0.08,-0.06,0.07,23.37
-0.12,0,-0.01,23.38
-0.05,-0.07,-0.02,23.41
0.01,-0.12,0.05,23.4
-0.08,0.01,0.02,23.54
-0.1,0.02,0.01,23.62
-0.09,0.03,0.02,23.54
0,-0.03,0.1,23.36
0.16,-0.14,0.17,23.39
0.25,-0.04,0.24,23.37
0.01,0.16,0.25,23.46
-0.06,0.05,0.23,23.48
0.07,0.08,0.14,23.37
0.09,-0.17,0.2,23.33
0.27,-0.25,0.18,23.29
0.17,-0.12,0.14,23.33
0.12,-0.09,0.1,23.42
0.06,-0.01,0.16,23.5
0.23,0.06,0.29,23.51
0.25,-0.02,0.17,23.26
0.09,-0.22,0.06,23.34
-0.01,-0.1,0.07,23.41
-0.08,-0.04,0.06,23.52
-0.09,-0.05,0.06,23.56
-0.05,-0.07,0.11,23.62
-0.02,-0.07,0.09,23.65
-0.07,-0.05,0.07,23.68
-0.06,-0.09,0.07,23.85
-0.07,-0.06,0.08,23.82
-0.01,-0.01,0.05,23.74
-0.06,0.02,0.04,23.75
-0.09,-0.02,0.1,23.75
-0.1,-0.02,0.09,23.69
-0.08,-0.01,0.09,23.68
-0.06,-0.04,0.08,23.67
-0.03,-0.05,0.1,23.76
-0.04,-0.07,0.1,23.73
-0.03,-0.1,0.08,23.64
0,-0.03,0.11,23.62
0.01,0.05,0.14,23.82
-0.04,-0.02,0.15,23.64
0.03,-0.04,0.14,23.67
0.03,-0.09,0.06,23.72
-0.02,-0.01,0.02,23.68
0,0.03,0.04,23.62
0,0.01,0.04,23.55
-0.09,-0.01,0.11,23.57
0.01,-0.1,0.07,23.45
0.1,-0.14,0.13,23.44
0.25,-0.09,0.38,23.38
0.16,-0.1,0.2,23.54
-0.12,-0.06,0.07,23.64
-0.11,-0.01,0,23.66
-0.07,-0.03,0.02,23.75
-0.01,-0.15,0.06,23.69
0.02,-0.04,0.06,23.53
0.05,0.05,0.15,23.47
-0.05,-0.03,0.07,23.46
0.11,-0.06,0.24,23.46
0.14,-0.15,0.35,23.5
0.14,-0.02,0.25,23.75
0.08,-0.21,0.25,23.28
0.11,-0.02,0.17,23.37
0.04,-0.17,0.02,23.64
0.04,-0.11,0.05,23.86
-0.08,-0.07,0,23.75
-0.04,-0.14,0.11,23.61
0.16,0.01,0.08,23.55
-0.01,-0.08,0.09,23.59
-0.05,-0.12,0.09,23.8
-0.07,-0.12,0.07,23.7
0.01,-0.13,0.07,23.61
0.04,0.14,0.04,23.59
-0.11,-0.04,0.06,23.65
-0.09,-0.11,0.08,23.72
-0.04,-0.07,0.05,23.56
-0.05,-0.07,0.09,23.57
0.01,-0.08,0.15,23.63
0.01,-0.07,0.12,23.53
-0.01,-0.07,0.03,23.57
-0.02,-0.03,0.06,23.55
0,0,0.15,23.49
0.11,-0.08,0.23,23.72
0.07,-0.12,0.1,23.72
-0.07,-0.19,0.11,23.85
-0.12,-0.06,0.14,23.74
-0.1,-0.08,0.03,23.83
-0.09,-0.12,0.08,23.81
-0.09,-0.07,0.05,23.82
-0.03,-0.09,0.03,23.76
0.05,-0.16,0.11,23.45
0.02,-0.02,0.11,23.55
-0.03,0.04,0.09,23.71
-0.07,0.03,0.04,23.64
-0.06,0,0,23.69
-0.04,-0.02,0.01,23.78
-0.06,-0.03,0.08,23.86
-0.03,-0.03,0.14,23.7
-0.07,0.03,0.11,23.63
-0.1,0.01,0.05,23.61
-0.12,-0.02,0,23.84
-0.1,-0.01,0.01,23.85
0,-0.03,0.06,23.85
0.04,0.1,0.05,23.84
-0.05,0.15,0.11,23.87
-0.09,0.02,0.07,23.88
-0.04,-0.03,0.03,23.82
0,0,0.03,23.77
-0.07,0.04,0.06,23.91
-0.02,0.03,0.12,23.94
-0.03,0.14,0.14,24.18
0.04,0,0.1,23.97
0.07,0.04,0.03,23.93
-0.05,-0.01,0.11,23.88
-0.06,0.09,0.18,23.9
-0.09,0.07,0.12,23.81
-0.16,-0.01,0.1,23.91
-0.15,-0.01,0.06,23.91
-0.08,0.03,0.04,23.81
-0.14,0.05,0.11,23.91
-0.16,-0.01,0.08,23.93
-0.11,-0.04,0.03,23.92
-0.04,-0.09,0.08,23.79
0.01,-0.01,0.06,23.79
-0.04,-0.08,0.03,23.67
-0.07,0.02,0.02,23.8
-0.03,-0.05,0.04,23.68
0.04,-0.03,0.06,23.63
0.01,0.08,0.06,23.73
-0.04,0.09,0.06,23.71
-0.04,0.02,0.03,23.76
0,0,0.07,23.8
-0.09,0.02,0.08,23.83
-0.08,0.02,0.09,23.78
-0.08,0.06,0.08,23.74
-0.11,0.04,0.05,23.79
-0.09,-0.05,0.06,23.78
0.01,-0.06,0.13,23.67
0.03,-0.1,0.13,23.6
0.06,-0.17,0.11,23.58
0.05,-0.14,0.14,23.66
0.06,-0.15,0.21,23.71
0.07,-0.03,0.25,23.94
0.17,0.05,0.28,24.15
0.05,0.07,0.21,23.85
-0.08,0.02,0.18,23.73
-0.15,-0.03,0.19,23.66
-0.15,-0.07,0.15,23.66
-0.07,-0.14,0.09,23.89
-0.1,-0.04,0.07,23.95
-0.07,-0.05,0.13,23.99
-0.04,-0.06,0.19,23.85
0.21,-0.07,0.2,23.69
0.04,-0.09,0.15,23.68
-0.04,-0.03,0.18,23.7
-0.04,-0.02,0.13,23.68
0.04,-0.16,0.02,23.63
0,-0.05,0.12,23.62
0.04,0.01,0.18,23.67
0.19,-0.16,0.12,23.61
0.15,0.07,0.08,23.84
0.03,-0.18,0.04,23.54
0.08,-0.02,0.11,23.49
0.07,-0.05,0.08,23.69
0.02,0.04,0.05,23.66
0.03,-0.02,0.04,23.77
-0.08,-0.04,0.1,23.87
-0.12,-0.03,0.07,23.93
-0.06,-0.01,0.08,23.95
-0.06,0,0.13,23.9
-0.03,0.02,0.17,23.85
0.04,0.1,0.17,23.81
0.01,0.03,0.07,23.68
0.01,0.03,0.04,23.67
-0.07,-0.02,0.1,23.77
-0.1,0.03,0.16,23.84
-0.03,0.01,0.14,23.91
0.02,0.08,0.15,23.83
-0.05,0,0.13,23.96
0,0,0.1,23.93
-0.04,0.01,0.11,23.95
0.02,0,0.22,23.68
-0.12,-0.04,0.23,23.68
0.1,-0.08,0.08,23.83
-0.05,-0.07,-0.09,23.86
0.02,-0.1,-0.01,23.86
0.03,-0.11,0.02,23.89
-0.02,-0.07,0.06,23.93
-0.06,-0.02,0.09,24
-0.04,-0.03,0.11,23.98
0.2,-0.09,0.23,23.81
0.1,-0.02,0.12,23.59
0.04,-0.05,0.08,23.86
-0.04,-0.01,0.07,23.83
-0.02,-0.02,0.07,23.85
-0.06,-0.03,0.1,23.87
-0.04,0.02,0.06,23.96
-0.06,-0.01,0.1,24.04
0.01,0.01,0.1,23.79
-0.04,-0.08,0.14,23.54
-0.06,-0.07,0.1,23.76
-0.01,-0.03,0.07,23.88
0.01,0.02,0.05,23.98
0,0.12,0.07,24.04
-0.03,0.06,0.06,23.97
-0.06,0.02,0.02,23.96
-0.12,0.01,0.08,23.94
-0.14,0.01,0.11,23.92
-0.07,0.02,0.16,23.91
-0.05,0.02,0.11,23.84
-0.02,-0.02,0.11,23.63
-0.08,0.09,0.15,23.72
-0.06,-0.05,0.11,23.91
-0.01,-0.04,0.08,23.93
-0.05,-0.01,0.09,24.01
-0.1,0.05,0.11,24.02
-0.14,0.05,0.1,24.02
-0.14,-0.06,0.1,24.01
-0.04,-0.04,0.11,23.93
0.01,-0.03,0.07,23.76
0.13,-0.02,0.12,23.7
-0.01,0.03,0.18,23.51
-0.11,-0.05,0.11,23.74
-0.03,-0.03,0.1,23.81
-0.03,0.03,0.08,23.82
-0.11,-0.02,0.03,23.87
-0.13,0.03,0.06,23.87
-0.14,0.03,0.07,23.91
-0.07,-0.05,0.09,23.94
-0.02,-0.06,0.09,23.91
-0.05,-0.05,0.06,23.76
-0.03,-0.05,0.07,23.7
-0.01,0,0.15,23.63
-0.04,0,0.13,23.87
-0.03,-0.01,0.1,23.8
-0.09,-0.01,0.06,23.95
-0.06,-0.01,0.02,23.95
-0.03,-0.01,0.04,23.97
-0.09,0.02,0.08,24.02
-0.09,-0.03,0.09,24.1
-0.08,-0.01,0.08,24.24
-0.06,0.04,0.05,24.21
-0.05,-0.02,0.07,24.15
-0.06,0.01,0.13,24.12
-0.06,0.04,0.08,24.01
-0.02,0.1,0.07,23.85
-0.01,0.08,0.06,23.85
-0.06,-0.01,0.06,24.01
0.01,-0.04,0.06,23.98
-0.07,0.02,0.06,23.94
-0.1,0.03,0.09,23.95
-0.05,0.06,0.1,23.92
-0.06,0.05,0.08,23.98
-0.05,0.04,0.05,24.01
-0.1,0.06,0.05,24.03
-0.07,0.09,0.11,23.98
-0.05,0.05,0.09,23.96
-0.05,0.05,0.06,24.02
-0.08,0.02,0.09,24.01
-0.06,-0.01,0.18,23.83
-0.04,0.01,0.12,23.84
0.03,-0.09,0.11,23.7
0.05,0,0.14,23.62
-0.04,-0.01,0.12,23.5
-0.03,-0.06,0.14,23.55
0.07,-0.04,0.04,23.54
0,-0.06,0.06,23.53
0.03,-0.16,0.03,23.62
0.04,-0.15,0.08,23.62
0.02,-0.11,0.09,23.74
0.09,-0.14,0.13,23.78
0.03,-0.09,0.03,23.83
0.09,-0.03,0.02,23.71
0.1,-0.09,0.08,23.53
0.04,-0.17,0.13,23.57
0.06,0.07,0.12,23.6
0.03,-0.05,0.03,23.35
-0.06,-0.1,0.04,23.54
-0.07,0.01,0.07,23.74
-0.09,0.01,0.08,23.86
-0.11,-0.01,0.15,23.88
-0.1,-0.01,0.16,23.78
-0.1,-0.04,0.22,23.72
-0.07,0.02,0.16,23.87
-0.08,0.07,0.13,23.68
-0.05,-0.07,0.12,23.52
-0.07,0,0.21,23.6
-0.08,0,0.16,23.77
-0.09,0.04,0.12,23.81
-0.07,0,0.1,23.83
0.18,-0.07,0.34,23.52
0.08,-0.07,0.21,23.24
0.01,-0.21,0.18,23.65
-0.01,-0.01,0.16,23.87
-0.03,-0.09,0.12,23.91
0,-0.07,0.11,23.93
-0.03,0.01,0.13,23.76
-0.11,-0.07,0.15,23.93
-0.01,-0.1,0.17,23.99
0.22,0.04,0.16,24
0.15,0.04,0.08,23.77
-0.07,0.02,0.12,23.78
-0.05,0.05,0.13,23.87
-0.09,0.07,0.11,23.89
-0.13,0.02,0.12,23.92
-0.11,-0.02,0.09,23.83
-0.02,-0.04,0.04,23.82
0.03,0,0.01,23.76
-0.02,0,0.04,23.68
-0.08,0.03,0.05,23.91
-0.02,-0.06,0.07,23.92
0.04,-0.11,0.09,23.53
0.08,-0.08,0.11,23.42
0.04,-0.05,0.06,23.34
-0.07,0.01,0.08,23.48
-0.02,0.01,0.12,23.58
0.04,-0.02,0.12,23.64
0.18,0.05,0.18,23.5
0.01,-0.05,0.17,23.42
0.01,0.01,0.12,23.67
0.1,-0.02,0.17,23.61
0.09,-0.05,0.16,23.65
-0.07,0.06,0.07,23.7
-0.03,0.01,0.03,23.85
-0.03,0.03,0.03,23.97
-0.09,0.08,0.05,23.98
-0.05,0.05,0.06,24.02
-0.1,0.03,0.08,23.96
-0.13,0.04,0.08,23.88
-0.01,0.04,0.06,23.67
0.04,0.06,0.21,23.53
-0.08,0.13,0.22,23.63
-0.05,0.09,0.16,23.49
-0.08,0.07,0.12,23.56
-0.07,-0.2,0.18,23.51
0.12,-0.51,0.29,22.89
-0.03,-0.26,-0.2,23.27
0.42,-0.28,0.24,23.46
0.29,-0.02,-0.06,24.27
0.53,0.03,-0.21,24.34
0.58,0.47,-0.03,24.57
-0.3,0.66,-0.04,24.54
-0.1,0.04,-0.15,24.1
0.07,0.39,-0.04,24.06
0.1,0.52,0.14,24.64
0.1,0.29,-0.05,24.74
0,0.01,-0.11,24.49
0.15,0.08,-0.1,24.53
0.12,0.04,-0.1,24.55
0.05,-0.01,-0.11,24.53
0.07,-0.06,-0.06,24.54
0.03,-0.02,0.01,24.43
0,0,0.02,24.55
0.01,-0.02,-0.01,24.72
0.02,-0.04,-0.03,24.75
-0.03,-0.03,-0.09,24.79
0.02,-0.01,-0.06,24.57
0.03,-0.03,-0.04,24.65
0.06,-0.01,-0.02,24.64
0.1,-0.02,-0.03,24.34
0.09,-0.01,-0.05,24.53
0.07,-0.03,-0.01,24.55
0.12,-0.1,0.04,24.6
0.11,-0.08,0.01,24.54
0.1,-0.05,-0.07,24.61
0.07,-0.13,-0.1,24.64
0.07,-0.09,-0.16,24.57
0.05,-0.07,-0.06,24.48
0.12,-0.05,-0.03,24.65
0.05,-0.05,-0.06,24.55
-0.01,-0.03,-0.06,24.64
0.01,0,-0.03,24.48
-0.03,0.08,-0.06,24.53
0.01,0.03,-0.11,24.5
0.09,0.02,-0.16,24.67
0.07,0.01,-0.15,24.67
0.09,0.01,-0.13,24.63
0.08,0.06,-0.1,24.63
0.08,-0.02,0.01,24.5
0.15,0,-0.08,24.52
0.06,-0.02,-0.04,24.5
0.06,0,-0.05,24.43
0.01,0,-0.05,24.43
-0.09,0.02,-0.1,24.28
0.1,-0.02,-0.08,24.29
0.11,-0.03,-0.04,24.32
0.1,0,-0.1,24.25
0.07,-0.02,-0.05,24.27
0.08,-0.02,-0.06,24.21
0.07,-0.02,-0.05,24.17
0.08,-0.04,-0.03,24.16
0.06,0,-0.03,24.24
0.04,-0.08,0.01,24.26
0.08,-0.04,-0.01,24.25
0.08,-0.02,0.01,24.2
0.04,0.02,0.02,24.25
0.03,0,0.03,24.27
0.04,0,0.02,24.33
0.01,0.01,0.02,24.39
0,0.03,0.04,24.46
0,0.04,0.04,24.6
0.01,-0.04,0.05,24.49
0.05,-0.05,0,24.48
-0.06,-0.15,-0.12,24.4
-0.01,-0.06,-0.01,24.36
0.03,0,-0.03,24.35
0.1,-0.07,-0.02,24.66
0.09,-0.1,0.02,24.39
-0.01,-0.08,-0.09,24.26
0.01,-0.13,-0.04,24.32
0.13,-0.03,-0.02,24.5
0.1,-0.08,0.01,24.51
0.05,-0.03,-0.04,24.57
0.07,0.02,-0.03,24.6
0.02,0.03,0.02,24.61
-0.02,-0.03,0,24.64
-0.08,0,-0.01,24.22
0,0.01,-0.01,24.24
-0.04,0.03,-0.11,24.6
-0.03,-0.11,0.03,24.62
0,-0.03,0.06,24.57
0.07,0,0.03,24.53
0.08,0.04,-0.02,24.88
0.07,0,-0.09,24.69
0.1,0.04,-0.16,24.69
0.11,-0.01,-0.13,24.48
0.08,-0.02,-0.11,24.42
0.07,0,-0.09,24.45
0.07,0.01,-0.07,24.54
0.08,0.02,-0.08,24.61
0.13,0.02,-0.11,24.63
0.18,0.01,-0.15,24.67
0.1,-0.02,-0.1,24.6
0.02,-0.03,-0.15,24.68
0.01,-0.02,-0.07,24.62
0.02,-0.11,-0.04,24.47
0.04,-0.02,-0.06,24.54
0.01,-0.07,-0.06,24.41
0.02,-0.07,-0.02,24.41
0.06,-0.03,0.03,24.45
0.05,-0.02,0.03,24.49
0.07,-0.04,0.06,24.53
0.01,-0.04,0.04,24.63
-0.01,-0.03,0.02,24.7
-0.02,-0.04,0.03,24.63
0.03,-0.01,0.02,24.5
0.05,-0.02,0.01,24.48
0.03,-0.03,0,24.5
0.02,-0.03,0.01,24.55
0.01,-0.03,-0.01,24.52
0.01,-0.04,0.01,24.4
0.01,-0.04,0.03,24.47
-0.01,-0.04,0.06,24.49
0.05,-0.06,0.09,24.58
0.08,0,0.04,24.58
0.05,-0.04,-0.04,24.63
0.04,-0.02,-0.03,24.81
0.02,-0.03,0,24.77
0.02,-0.02,0,24.82
0.04,-0.04,-0.01,24.78
0.05,-0.02,-0.05,24.7
0.05,0.01,-0.04,24.52
0.04,0.03,-0.02,24.55
0.05,0.01,-0.05,24.58
0.05,0.01,-0.06,24.56
0.05,-0.02,-0.05,24.55
0.01,0.02,-0.04,24.7
0.04,0.02,-0.05,24.52
0.02,-0.02,0.02,24.51
0.04,-0.03,-0.01,24.49
0.07,0,0,24.5
0.07,0.03,-0.02,24.49
0.06,0.02,-0.04,24.38
0.06,0.03,-0.05,24.36
0,0.04,-0.03,24.38
0.01,0.01,0.01,24.38
0.04,0.03,0.03,24.45
0.03,0,0.02,24.5
0.04,-0.01,-0.01,24.64
0.05,-0.01,-0.02,24.52
0.03,0.02,-0.04,24.48
0.01,0.01,-0.03,24.4
0.01,0.01,0,24.39
0.01,0.03,0,24.39
0,0.04,-0.05,24.41
-0.06,0.01,-0.06,24.46
-0.04,-0.02,-0.02,24.39
0.03,-0.05,0.05,24.44
0.06,0,0.02,24.61
0.06,0,0.01,24.54
0.04,-0.01,-0.02,24.62
0.03,-0.01,-0.03,24.56
0.1,0.01,0.02,24.52
0.1,0.03,-0.02,24.61
0.07,0,-0.01,24.63
0.08,-0.01,0.04,24.47
0.07,-0.03,0.02,24.52
0.06,-0.03,0.02,24.5
0.02,-0.03,0.02,24.49
0,0.01,0.03,24.56
-0.01,0.07,0.01,24.54
-0.02,0.04,0.01,24.62
-0.03,0.03,-0.05,24.67
0,-0.02,-0.02,24.66
0.03,0.01,-0.07,24.7
0.02,-0.04,-0.07,24.62
0.03,-0.03,-0.05,24.36
0.02,-0.02,0.01,24.36
0.02,0,-0.04,24.32
0.04,-0.05,-0.05,24.23
0.02,0,0.1,24.32
-0.05,0.04,0.11,24.47
0.05,0,0.08,24.51
0.13,0.02,0.04,24.42
0.17,0.02,0.08,24.52
0.12,0.08,0.07,24.54
0.06,0.03,0.13,24.37
0.09,0.01,0.09,24.51
0.08,0.05,0.07,24.56
0.09,0.02,0.05,24.52
0.06,-0.02,0.01,24.55
0.02,0.04,-0.06,24.7
0.04,0.05,-0.03,24.51
0.06,0.07,-0.01,24.47
0.06,-0.03,0,24.48
-0.01,-0.07,-0.01,24.47
-0.01,-0.04,0.04,24.59
0.04,-0.01,0.06,24.61
0.05,0.01,0.01,24.56
0.03,-0.01,0.01,24.6
0.03,-0.01,0.02,24.61
0,-0.01,0.02,24.54
0,-0.04,0.01,24.41
0.03,0,0.05,24.52
0.02,0.01,0.05,24.63
0.03,0.01,0.07,24.68
0.03,-0.01,0.08,24.71
0.02,-0.03,0.06,24.73
0.02,-0.04,0.05,24.74
0.05,-0.01,0.03,24.72
0.05,0,0.02,24.71
0.04,-0.01,0.03,24.79
0.05,-0.02,0.02,24.85
0.02,-0.01,0.01,24.86
-0.02,0,0,24.78
0.01,-0.03,0.01,24.45
0.04,0,-0.02,24.61
0.05,0.04,-0.04,24.42
0.02,-0.02,-0.05,24.37
0.04,0.06,-0.06,24.4
0.03,0.03,-0.04,24.47
0.02,-0.02,-0.05,24.42
-0.01,-0.01,-0.1,24.47
0,-0.02,-0.07,24.44
0.07,0,-0.03,24.21
0.04,-0.01,-0.01,24.24
0.03,-0.01,-0.01,24.32
0.05,0,-0.02,24.35
0.05,0.04,-0.06,24.22
0.08,0.06,-0.02,24.26
0.06,0.04,0.04,24.27
0.05,0,0.01,24.32
0.06,0,-0.04,24.31
0.03,0.02,-0.04,24.29
0.07,0.04,-0.02,24.22
0.08,0.01,-0.04,24.22
0.08,0.02,-0.04,24.25
0.06,0.01,-0.05,24.3
0.03,0,-0.03,24.36
0.02,-0.02,-0.02,24.32
0.04,-0.01,0,24.28
0.07,0.02,0.02,24.36
0.07,0.01,-0.01,24.37
0.05,0.02,-0.06,24.41
0.06,0.04,-0.06,24.35
0,-0.03,-0.06,24.41
0.07,-0.05,-0.07,24.43
0.08,-0.07,-0.06,24.24
0.1,0.04,-0.08,24.35
0.08,0.05,-0.1,24.44
0.12,0.07,-0.08,24.42
0.08,0.04,-0.02,24.31
0.04,0,-0.05,24.31
0.02,0.03,-0.06,24.41
0.05,-0.03,0,24.34
0.05,-0.01,-0.02,24.38
0.04,-0.02,-0.01,24.37
0.07,0.01,-0.03,24.2
0.09,0.01,-0.09,24.29
0.12,-0.01,-0.11,24.3
0.08,0.01,-0.07,24.28
0.02,0.01,-0.06,24.32
0.03,0.01,-0.05,24.28
0.07,0.01,-0.05,24.38
0.12,0.01,-0.04,24.35
0.07,-0.01,-0.01,24.3
0.06,-0.01,-0.03,24.39
0.03,0,-0.02,24.39
0.02,0,-0.02,24.41
0.04,-0.01,-0.03,24.39
0.09,0.02,-0.04,24.35
0.04,0.02,-0.07,24.33
0.04,0.02,-0.08,24.27
-0.01,-0.04,-0.05,24.34
0,-0.06,-0.03,24.22
0.04,-0.07,-0.07,24.12
0.06,-0.06,-0.06,24.24
0.01,0.04,-0.06,24.36
-0.01,-0.02,-0.04,24.36
-0.06,-0.01,-0.01,24.35
-0.01,-0.04,0.06,24.35
0.02,-0.03,0.02,24.43
0,0.01,0.01,24.45
0.01,0.01,-0.02,24.44
0,-0.02,-0.03,24.49
-0.02,0.02,-0.11,24.65
-0.01,0.02,-0.06,24.61
0,0.02,-0.02,24.46
-0.01,-0.03,-0.03,24.41
0,-0.07,-0.04,24.17
0.01,-0.02,-0.06,24.28
0,0.06,-0.03,24.34
-0.01,0.02,0.02,24.49
0.04,-0.03,0.06,24.42
0.05,-0.05,0.04,24.5
0.06,-0.02,0.01,24.55
0.06,0,0,24.32
0.08,0,-0.02,24.33
0.07,0.01,-0.01,24.4
0.05,0.02,-0.03,24.39
0.02,0,-0.04,24.58
-0.01,0.02,-0.02,24.63
0.01,0.03,-0.02,24.63
